timestamp,x,y,z,qx,qy,qz,qw
637231070996938335, 0.00307675637, 0.07844218, 0.08237596, 0.009922643, -0.000410927372, -0.0172915738, 0.999801159
637231070997521215, 0.00326975435, 0.07843581, 0.08250393, 0.009666783, -0.000569836644, -0.0174767841, 0.9998004
637231070997675978, 0.00387455616, 0.078556776, 0.08316149, 0.009229312, -0.00118823745, -0.01770634, 0.9997999
637231070997800761, 0.004116766, 0.0785675049, 0.08324865, 0.009167947, -0.00128950644, -0.0176818427, 0.9998008
637231070997960574, 0.0043420326, 0.0785589144, 0.08327903, 0.00918858, -0.0011263506, -0.0177640263, 0.9997994
637231070998125295, 0.004623905, 0.07853642, 0.08326044, 0.009282962, -0.000895771664, -0.0177950375, 0.9997982
637231070998305031, 0.004916059, 0.07855226, 0.0832509, 0.009396528, -0.000522599847, -0.0178650375, 0.999796152
637231070998469712, 0.005237559, 0.07855893, 0.08313926, 0.009611682, -0.000179068942, -0.0179031938, 0.9997935
637231070998624508, 0.00540803652, 0.07853909, 0.083069846, 0.009640692, 0.000110031477, -0.0181498248, 0.9997888
637231070998789538, 0.00561185926, 0.07854336, 0.08298287, 0.009492344, 0.000206851051, -0.0181044489, 0.999791
637231070998961567, 0.005753424, 0.07862018, 0.08289537, 0.009073478, 3.434236E-05, -0.0181219559, 0.9997946
637231070999125935, 0.005890159, 0.0786686242, 0.08280665, 0.008726655, -0.000210793587, -0.01812826, 0.9997976
637231070999291689, 0.006028518, 0.07868077, 0.08270985, 0.008631705, -0.000249578356, -0.01814622, 0.999798059
637231070999463444, 0.006120749, 0.07864326, 0.08261861, 0.008822537, -0.000319107843, -0.0183084048, 0.9997934
637231070999627651, 0.00626019575, 0.0785771757, 0.0825046748, 0.008929543, -0.000145718557, -0.0182009935, 0.9997945
637231070999792442, 0.006468283, 0.07850805, 0.0823579, 0.009132176, -4.491732E-05, -0.0180575643, 0.999795258
637231070999967393, 0.00662871171, 0.07831673, 0.0822461843, 0.009371452, 0.000217017965, -0.0184375159, 0.9997861
637231071000152135, 0.00687489938, 0.07814653, 0.0821125358, 0.009576522, 5.05093449E-05, -0.0190937426, 0.999771833
637231071000291940, 0.00713285524, 0.07805398, 0.08205806, 0.009592553, -0.000640763261, -0.0193571467, 0.9997664
