timestamp,x,y,z,qx,qy,qz,qw
637231076091411442, 0.0113455877, 0.08048004, 0.08683461, -0.00319840317, 0.0153349694, -0.00241362886, 0.9998744
637231076092110341, 0.0122103672, 0.08141944, 0.0887133, -0.00614041649, 0.0132153518, -0.002885251, 0.9998897
637231076092280135, 0.0224221312, 0.08274771, 0.0990431458, -0.00778859, 0.0137309842, -0.005318515, 0.9998613
637231076092359960, 0.0245947689, 0.08336326, 0.10221488, -0.009881387, 0.0107111027, -0.005589546, 0.9998782
637231076092691097, 0.0249626618, 0.08416805, 0.105794579, -0.0113626663, 0.00101401412, -0.00553025631, 0.999919653
637231076092851183, 0.0260896534, 0.0844379961, 0.109010056, -0.012254416, -0.00559434434, -0.00567402132, 0.9998932
637231076093025963, 0.0258401874, 0.0847794563, 0.111608788, -0.0136536751, -0.014159359, -0.005035238, 0.9997938
637231076093185653, 0.0258467812, 0.08520776, 0.1137074, -0.01531435, -0.0210089758, -0.00404256769, 0.9996538
637231076093360197, 0.0254312214, 0.0853291452, 0.114828154, -0.0145765878, -0.0262610875, -0.00259343348, 0.9995455
637231076093519964, 0.0253541842, 0.08503403, 0.115752243, -0.0137369307, -0.0304751825, -0.00161884644, 0.999439836
637231076093692605, 0.0250463672, 0.0848396, 0.116460457, -0.0126545588, -0.0338185, -0.000787454133, 0.999347568
637231076093859802, 0.0251713973, 0.08487339, 0.11715135, -0.0116223972, -0.0365859233, -0.000243891292, 0.9992629
637231076094036321, 0.0248410571, 0.08473405, 0.117424376, -0.0115601085, -0.0385425761, -0.0007048652, 0.999189854
637231076094196051, 0.0248115789, 0.08484304, 0.1179674, -0.0118857883, -0.04075282, -0.00116412865, 0.9990979
637231076094365792, 0.0247647278, 0.08490467, 0.118391104, -0.0117940418, -0.04234034, -0.00116905652, 0.999033
637231076094525541, 0.0248657558, 0.08516711, 0.119051434, -0.0142160552, -0.0434443355, -0.00149473327, 0.99895364
637231076094695260, 0.0246568564, 0.08531314, 0.11956384, -0.0161091238, -0.04447789, -0.00159254752, 0.998879254
637231076094870008, 0.0248154737, 0.0853714645, 0.120154232, -0.0161694232, -0.0455549322, -0.000885942136, 0.9988306
637231076095024756, 0.0247516353, 0.0852837563, 0.120632932, -0.015476332, -0.04669439, -0.00044160898, 0.998789251
637231076095189520, 0.0250585116, 0.08513108, 0.121071547, -0.0138128977, -0.04701312, 0.000317632774, 0.9987987
