timestamp,x,y,z,qx,qy,qz,qw
637231074051068374, -0.0010128431, 0.08018199, 0.0798603743, -0.000274086866, -0.0005088164, 0.00757636642, 0.999971151
637231074051762288, -0.00111534819, 0.08012566, 0.0797984, -0.0005516961, -0.000397697469, 0.00795219, 0.9999682
637231074051932026, -0.000952831469, 0.080377, 0.07960362, -0.0007888852, -0.000314010773, 0.009149007, 0.9999578
637231074052076798, -0.000970863737, 0.0804602355, 0.07952249, -0.00120135269, -0.0001158143, 0.009357282, 0.999955535
637231074052151672, -0.000970546156, 0.08052533, 0.07954468, -0.00164138316, -3.671538E-05, 0.00937534, 0.9999547
637231074052261530, -0.0009827875, 0.08065033, 0.07954523, -0.00218887, 3.982135E-05, 0.009327085, 0.9999541
637231074052411254, -0.00100251194, 0.08072004, 0.07943359, -0.00241542165, 0.000147639061, 0.009247867, 0.999954343
637231074052571026, -0.001014811, 0.08074202, 0.07939544, -0.00258177775, 0.0004317761, 0.009473848, 0.9999517
637231074052740743, -0.0009571165, 0.08079494, 0.07927992, -0.00294627855, 0.000855154649, 0.009901298, 0.9999463
637231074052910478, -0.000938778743, 0.08084284, 0.0792548358, -0.00322763878, 0.00128571468, 0.009971019, 0.99994427
637231074053065243, -0.0009231996, 0.0808275044, 0.07913874, -0.00335018826, 0.00196602568, 0.0103817061, 0.9999386
637231074053249944, -0.0007845387, 0.08089576, 0.07912712, -0.00365444785, 0.00255748467, 0.0110301254, 0.999929249
637231074053409703, -0.000583196059, 0.08105004, 0.0790502, -0.00415941048, 0.003007348, 0.011503539, 0.999920666
637231074053565494, -0.000395551324, 0.08123375, 0.07906053, -0.00514285173, 0.00355855562, 0.0109476652, 0.999920547
637231074053727808, -0.00021748431, 0.08134851, 0.0789785758, -0.00586854527, 0.00407090271, 0.009612962, 0.9999283
637231074053902577, 2.486445E-05, 0.08145265, 0.07897349, -0.00649875868, 0.004744501, 0.008176745, 0.9999342
637231074054064420, 0.000322652981, 0.08151099, 0.0788952559, -0.007256851, 0.005356648, 0.00643273629, 0.999938667
637231074054230768, 0.0007491112, 0.08160761, 0.0788779259, -0.008282021, 0.00602955, 0.0046099266, 0.999936938
637231074054404343, 0.001263896, 0.08163528, 0.07877469, -0.0090245055, 0.00657233875, 0.00188222621, 0.9999359
637231074054569086, 0.00188233424, 0.08167185, 0.078726165, -0.009732513, 0.007316751, -0.0019413745, 0.999924
637231074054735966, 0.002585196, 0.08175436, 0.07857411, -0.01070358, 0.007849245, -0.00686534, 0.999888361
637231074054905680, 0.00330988877, 0.08191443, 0.07859381, -0.012194992, 0.00780900428, -0.0139817391, 0.9997974
637231074055065424, 0.00396341, 0.08216094, 0.07859765, -0.014727152, 0.00698103569, -0.0229849257, 0.999603
637231074055233432, 0.004619955, 0.0823743045, 0.07871182, -0.017265439, 0.005930189, -0.0330707431, 0.9992863
637231074055401881, 0.005458086, 0.08246398, 0.07875006, -0.0192171987, 0.00524825742, -0.0447172076, 0.998801053
637231074055563374, 0.006501577, 0.0824260861, 0.078842245, -0.0205088928, 0.00506079569, -0.05797749, 0.9980944
637231074055733015, 0.00767967757, 0.08249891, 0.0789321959, -0.0225433465, 0.004140699, -0.07348372, 0.997033
637231074055897762, 0.008690673, 0.082742244, 0.079139255, -0.0264523514, 0.0019167189, -0.0919691548, 0.9954086
637231074056064672, 0.009629499, 0.08311815, 0.0793556, -0.0312384441, -0.001421233, -0.112727672, 0.9931338
637231074056229314, 0.0107898172, 0.08329409, 0.07956976, -0.03677015, -0.00491640065, -0.136629447, 0.9899274
637231074056392598, 0.0123655545, 0.0834011, 0.07971769, -0.0429081321, -0.007869025, -0.161103845, 0.9859729
637231074056560627, 0.0142528377, 0.08322853, 0.07989983, -0.0488573276, -0.0101171322, -0.183624908, 0.9817293
637231074056735359, 0.01689102, 0.08288179, 0.08014532, -0.0564949252, -0.0125154005, -0.209092811, 0.976182342
637231074056900132, 0.0195303112, 0.0821285248, 0.08046521, -0.06388357, -0.0144744571, -0.232649773, 0.970352232
637231074057063655, 0.022454083, 0.08142015, 0.08076237, -0.0713698, -0.0154597964, -0.256426543, 0.963801265
637231074057238379, 0.0258069839, 0.0801632255, 0.0811704844, -0.07868453, -0.01531467, -0.278369218, 0.95712316
637231074057396359, 0.0293619521, 0.0788966641, 0.08178044, -0.08585104, -0.0138724549, -0.298003167, 0.95059526
637231074057562896, 0.0330756679, 0.07687187, 0.08242561, -0.0916830748, -0.0119659984, -0.3167702, 0.943985045
637231074057730019, 0.03658635, 0.07506986, 0.08331653, -0.09621493, -0.0104368888, -0.335849941, 0.9369305
637231074057899754, 0.03981538, 0.07257163, 0.084067, -0.0998213142, -0.009570178, -0.3550895, 0.929438353
