timestamp,x,y,z,qx,qy,qz,qw
637231089817335671, -0.001552918, 0.08709369, 0.07249832, -0.047089234, 0.000408582477, 0.0129315173, 0.9988069
637231089817934905, -0.00109472219, 0.08701777, 0.07246982, -0.0466088876, 0.0002208924, 0.0128976051, 0.998829961
637231089818064688, 0.0003722217, 0.0867115259, 0.07268507, -0.0453609563, 9.212349E-05, 0.0125451777, 0.9988919
637231089818189476, 0.00104128011, 0.0866435841, 0.07267675, -0.04501158, 0.000291316159, 0.0123879928, 0.998909652
637231089818319293, 0.00170518644, 0.08662013, 0.07272484, -0.04493245, 0.0007833062, 0.0119523, 0.998918235
637231089818504034, 0.002701154, 0.08662777, 0.07276681, -0.0451752357, 0.001703592, 0.0117347017, 0.9989087
637231089818668780, 0.003857838, 0.0864658058, 0.072788775, -0.0446732529, 0.00256302278, 0.0119357118, 0.9989271
637231089818834468, 0.005094856, 0.0862864852, 0.0727464, -0.0437732153, 0.00324304635, 0.0121096727, 0.9989629
637231089819004189, 0.0064018704, 0.08618431, 0.07272664, -0.0436132029, 0.00417586, 0.0120441364, 0.9989672
637231089819173897, 0.007926967, 0.08616874, 0.0726508647, -0.04370134, 0.005291785, 0.0118299769, 0.9989606
637231089819333687, 0.009414455, 0.0861198, 0.0726527646, -0.043952778, 0.006416456, 0.0115789277, 0.9989459
637231089819505772, 0.0117390864, 0.08608109, 0.0726895, -0.0450034924, 0.008337017, 0.0103236651, 0.998898745
637231089819665527, 0.0142086186, 0.0860005245, 0.07277652, -0.04599143, 0.0108132344, 0.009113527, 0.998841763
637231089819840259, 0.0171004646, 0.0859089643, 0.07285282, -0.04645164, 0.0142051354, 0.007776581, 0.998789251
637231089820004998, 0.0204517562, 0.08585261, 0.0730313659, -0.0471999273, 0.0185452253, 0.00681375153, 0.998690069
637231089820164755, 0.0242342912, 0.0857474357, 0.07314279, -0.04786825, 0.0237255171, 0.00547033828, 0.998556852
637231089820339461, 0.028426867, 0.08549023, 0.07331673, -0.0479049832, 0.0297697019, 0.00400162162, 0.998400152
637231089820504214, 0.0326254331, 0.08508737, 0.07330564, -0.0476081073, 0.03584281, 0.002733205, 0.9982191
637231089820683930, 0.0367875062, 0.0846919, 0.07341561, -0.0470695943, 0.0416339636, 0.00158635189, 0.9980223
637231089820843666, 0.04181877, 0.08419342, 0.07348384, -0.0455361158, 0.04802271, 0.0009603411, 0.997807264
637231089821003409, 0.04626084, 0.08380141, 0.07356205, -0.0446621627, 0.0533145964, 0.000357379176, 0.997578442
637231089821168171, 0.0514189377, 0.0833295, 0.07356838, -0.0436787829, 0.0586340353, -0.000344656961, 0.9973235
637231089821342890, 0.05632025, 0.0828100741, 0.0735827237, -0.042548392, 0.0631645843, -0.000812115031, 0.9970954
637231089821497651, 0.0612424463, 0.0822054744, 0.0734467059, -0.04116572, 0.06709115, -0.00131535961, 0.996896446
637231089821667991, 0.0662993044, 0.08160731, 0.07343981, -0.0397815332, 0.0709357262, -0.0018270727, 0.9966856
637231089821839601, 0.07170336, 0.08091096, 0.07330527, -0.0382510535, 0.07453125, -0.00234947447, 0.9964821
637231089822004329, 0.07706131, 0.08008869, 0.07327792, -0.03645333, 0.0778751746, -0.00259478716, 0.996293068
637231089822167246, 0.0824984759, 0.07921712, 0.07316856, -0.0346239954, 0.08092325, -0.00272368244, 0.9961151
637231089822327012, 0.08799173, 0.07838203, 0.07315517, -0.0328833535, 0.08405526, -0.00345140276, 0.995912433
637231089822505218, 0.0936837, 0.0774275661, 0.07318785, -0.0308442563, 0.0871002451, -0.00476732524, 0.995710552
637231089822659496, 0.0993237942, 0.07637262, 0.07311786, -0.0283518452, 0.0905175656, -0.00625375938, 0.9954716
637231089822829519, 0.10560596, 0.0750348046, 0.07296091, -0.0248170588, 0.0940801948, -0.00777561, 0.9952249
637231089822994308, 0.111630082, 0.0737474859, 0.07285319, -0.0211750045, 0.09774011, -0.009160353, 0.9949445
637231089823164358, 0.117723368, 0.0725068152, 0.07264622, -0.0175459646, 0.101578385, -0.0106253205, 0.9946161
637231089823334112, 0.124064475, 0.0710543245, 0.0724503845, -0.0134879285, 0.106152616, -0.0126769384, 0.9941776
637231089823498863, 0.1302734, 0.06989491, 0.07222431, -0.009931092, 0.11099384, -0.0145452451, 0.99366504
637231089823663605, 0.136758924, 0.06877631, 0.07190365, -0.007110868, 0.116075248, -0.0162904076, 0.9930814
637231089823842942, 0.143267632, 0.0677126348, 0.07143953, -0.00440344447, 0.121305764, -0.0178836081, 0.992444336
637231089823997677, 0.149843216, 0.06666732, 0.0709548444, -0.0014424884, 0.126731083, -0.0195497517, 0.991743445
637231089824167387, 0.156519726, 0.06575629, 0.07037596, 0.00118093484, 0.132566139, -0.0215177964, 0.9909399
637231089824327251, 0.163139835, 0.06491017, 0.06964333, 0.00350558036, 0.138633475, -0.0235003121, 0.9900587
637231089824501872, 0.169701576, 0.0641524047, 0.068881996, 0.00566450041, 0.144776821, -0.0252089631, 0.989127
637231089824666616, 0.176205233, 0.06343248, 0.06801768, 0.007385438, 0.150614113, -0.0267508328, 0.988203049
637231089824831366, 0.182745382, 0.06295185, 0.06714262, 0.008458605, 0.156538144, -0.0282931067, 0.987230361
637231089824996085, 0.189148635, 0.06248813, 0.06628448, 0.008964562, 0.162348136, -0.029469179, 0.986252666
637231089825165810, 0.1957199, 0.0619983859, 0.06542178, 0.009451739, 0.167719811, -0.0305968169, 0.9853145
637231089825325556, 0.201617047, 0.0617196038, 0.0646604151, 0.009588462, 0.172207564, -0.0312575921, 0.984518
637231089825495312, 0.2071391, 0.06155306, 0.0639933646, 0.009692108, 0.17589049, -0.0322461, 0.98383373
637231089825665068, 0.21230045, 0.0613710023, 0.06337182, 0.0101913819, 0.178587958, -0.0331757776, 0.9833117
637231089825824813, 0.217378765, 0.0610918179, 0.0627641454, 0.0111102844, 0.180756763, -0.0338626951, 0.982881963
637231089825992055, 0.221805334, 0.06105216, 0.06251325, 0.011499878, 0.180664435, -0.0339155719, 0.9828926
637231089826157439, 0.22564055, 0.0612745248, 0.0627326146, 0.0110819414, 0.178002849, -0.0340170935, 0.9833794
