timestamp,x,y,z,qx,qy,qz,qw
637231092956219395, -0.004000036, 0.0681043044, 0.0920703262, 0.06629172, 0.000193868138, -0.0107092187, 0.997742832
637231092956863401, -0.0051308237, 0.0678402558, 0.09286708, 0.06526544, -0.00139958714, -0.01069339, 0.9978097
637231092957018158, -0.0136194639, 0.06863572, 0.096316874, 0.0573077761, -0.00415288331, -0.0107974093, 0.9982896
637231092957093055, -0.0156193413, 0.06872711, 0.0974850953, 0.0545015745, -0.004817005, -0.01066462, 0.998445153
637231092957227830, -0.0156908184, 0.06874597, 0.0979994461, 0.0527715459, -0.004945313, -0.0103575215, 0.99854064
637231092957372610, -0.0171899982, 0.06871272, 0.09933744, 0.04895486, -0.00576823624, -0.0100429729, 0.9987339
637231092957537339, -0.0185938086, 0.06805469, 0.100833893, 0.0456183776, -0.00652720733, -0.009692518, 0.9988906
637231092957702073, -0.0199812334, 0.06748338, 0.102152616, 0.0440241434, -0.00723086344, -0.009556955, 0.9989586
637231092957871809, -0.020589754, 0.0662857, 0.103392139, 0.045730222, -0.008281268, -0.0107885357, 0.998861253
637231092958041539, -0.0214529, 0.06529045, 0.1044232, 0.0484076366, -0.008824306, -0.01224919, 0.998713553
637231092958206298, -0.0220971312, 0.06439336, 0.105401769, 0.05115725, -0.009527421, -0.013123286, 0.998558939
637231092958376053, -0.0227347668, 0.06376816, 0.106441259, 0.05179069, -0.0100483578, -0.0136095742, 0.9985147
637231092958545752, -0.0232698377, 0.0632399544, 0.107592955, 0.0514768064, -0.0108447634, -0.0135983387, 0.9985227
637231092958705498, -0.0236192942, 0.06285114, 0.108708486, 0.0511557646, -0.0115601551, -0.0132881645, 0.9985354
637231092958875287, -0.02403447, 0.06252734, 0.110126108, 0.05077457, -0.01224736, -0.0132283531, 0.998547435
637231092959044963, -0.0242712777, 0.06197731, 0.111471221, 0.051667463, -0.0127204834, -0.0134232, 0.998493135
637231092959204744, -0.02446159, 0.0612411425, 0.112776414, 0.0536079779, -0.0130041344, -0.0135187693, 0.998385847
637231092959369487, -0.0245544743, 0.0608499646, 0.114391327, 0.0541798361, -0.0131350663, -0.0139136855, 0.9983479
637231092959537548, -0.0246068332, 0.0610038936, 0.116335064, 0.05440296, -0.0133416569, -0.014073289, 0.9983308
637231092959707268, -0.0246113185, 0.0613019839, 0.118590325, 0.05463294, -0.0136066312, -0.0142431455, 0.998312235
637231092959867014, -0.02452073, 0.06137235, 0.120893583, 0.0547998324, -0.0140022254, -0.0142056663, 0.9982981
637231092960041778, -0.0244375858, 0.061357446, 0.123234093, 0.056019228, -0.0144675933, -0.0143102445, 0.998222351
637231092960201487, -0.0242899917, 0.061381422, 0.125836939, 0.0572335273, -0.0152743822, -0.0148407724, 0.998133659
637231092960371247, -0.0241184533, 0.0611983873, 0.128500491, 0.0581179522, -0.0159192812, -0.0157401171, 0.998058736
637231092960530986, -0.024007272, 0.060832087, 0.131432489, 0.0588343851, -0.0166153833, -0.0165872425, 0.9979916
637231092960710702, -0.0238553658, 0.0604852475, 0.134694368, 0.0592819, -0.0171734933, -0.017443, 0.997941136
637231092960865477, -0.0236373823, 0.0600286424, 0.138253778, 0.05872927, -0.01718724, -0.018547548, 0.997953653
637231092961035187, -0.0232158, 0.0595274232, 0.142081514, 0.0576898046, -0.0169852134, -0.019472938, 0.998000145
637231092961195250, -0.0229317863, 0.0588675439, 0.146138, 0.0567471, -0.0169538818, -0.0203626342, 0.9980369
637231092961369944, -0.0224091951, 0.05783454, 0.1508348, 0.05671496, -0.0167808942, -0.0212422, 0.998023331
637231092961543270, -0.0220931787, 0.05680075, 0.15575394, 0.0577075034, -0.0165872462, -0.0218843315, 0.997955859
637231092961699677, -0.0216231812, 0.05593914, 0.160824567, 0.0590108149, -0.0161858145, -0.0226005539, 0.997870266
637231092961869380, -0.0212402511, 0.0552444644, 0.166400164, 0.05970323, -0.0152722178, -0.0231838338, 0.9978301
637231092962036113, -0.0207387526, 0.054384198, 0.172264576, 0.06025403, -0.0142170573, -0.02348716, 0.9978055
637231092962200374, -0.0203684624, 0.0535871275, 0.1785061, 0.06115451, -0.013347338, -0.02311312, 0.997771442
637231092962366376, -0.0198561084, 0.0528405346, 0.184981674, 0.0613824762, -0.0129915578, -0.0221616961, 0.9977837
637231092962536077, -0.0194327869, 0.0522299446, 0.192095324, 0.0596583262, -0.0125032607, -0.0210702326, 0.9979181
637231092962699921, -0.0186716914, 0.05213057, 0.199525625, 0.0551554039, -0.0119739, -0.0200270116, 0.9982051
637231092962869656, -0.0180026758, 0.0523806624, 0.207808986, 0.0486228466, -0.011255445, -0.0195807647, 0.998561859
637231092963031562, -0.0172560923, 0.0524032041, 0.215939358, 0.04272733, -0.0107328026, -0.0195893627, 0.998837054
637231092963211253, -0.01643342, 0.05210841, 0.22546798, 0.0361641571, -0.00956789, -0.0198508874, 0.9991029
